"ID","age","sex","job","education","condition","trial","inflations","exploded"
17,46,"female","working","master","normal_high",7,27,0
17,46,"female","working","master","normal_high",8,34,0
17,46,"female","working","master","normal_high",9,33,1
17,46,"female","working","master","normal_high",10,5,1
17,46,"female","working","master","normal_high",11,22,0
17,46,"female","working","master","normal_high",12,25,0
17,46,"female","working","master","normal_high",13,10,0
17,46,"female","working","master","normal_high",14,24,0
17,46,"female","working","master","normal_high",15,1,1
17,46,"female","working","master","normal_high",16,31,0
17,46,"female","working","master","normal_high",17,25,0
17,46,"female","working","master","normal_high",18,35,1
17,46,"female","working","master","normal_high",19,25,0
17,46,"female","working","master","normal_high",20,5,1
17,46,"female","working","master","normal_high",21,26,0
17,46,"female","working","master","normal_high",22,22,0
17,46,"female","working","master","normal_high",23,13,1
17,46,"female","working","master","normal_high",24,16,0
17,46,"female","working","master","normal_high",25,23,0
17,46,"female","working","master","normal_high",26,19,1
17,46,"female","working","master","normal_high",27,14,1
17,46,"female","working","master","normal_high",28,10,0
17,46,"female","working","master","normal_high",29,15,0
17,46,"female","working","master","normal_high",30,5,1
18,32,"female","working","bachelor","normal_low",1,41,0
18,32,"female","working","bachelor","normal_low",2,29,1
18,32,"female","working","bachelor","normal_low",3,26,1
18,32,"female","working","bachelor","normal_low",4,26,1
18,32,"female","working","bachelor","normal_low",5,24,0
18,32,"female","working","bachelor","normal_low",6,23,0
18,32,"female","working","bachelor","normal_low",7,24,0
18,32,"female","working","bachelor","normal_low",8,33,0
18,32,"female","working","bachelor","normal_low",9,18,1
18,32,"female","working","bachelor","normal_low",10,31,0
18,32,"female","working","bachelor","normal_low",11,30,0
18,32,"female","working","bachelor","normal_low",12,30,0
18,32,"female","working","bachelor","normal_low",13,30,0
18,32,"female","working","bachelor","normal_low",14,27,1
18,32,"female","working","bachelor","normal_low",15,27,0
18,32,"female","working","bachelor","normal_low",16,29,0
18,32,"female","working","bachelor","normal_low",17,30,1
18,32,"female","working","bachelor","normal_low",18,26,0
18,32,"female","working","bachelor","normal_low",19,25,0
18,32,"female","working","bachelor","normal_low",20,27,1
18,32,"female","working","bachelor","normal_low",21,23,0
18,32,"female","working","bachelor","normal_low",22,4,0
18,32,"female","working","bachelor","normal_low",23,27,0
18,32,"female","working","bachelor","normal_low",24,26,0
18,32,"female","working","bachelor","normal_low",25,26,0
18,32,"female","working","bachelor","normal_low",26,28,1
18,32,"female","working","bachelor","normal_low",27,20,0
18,32,"female","working","bachelor","normal_low",28,19,0
18,32,"female","working","bachelor","normal_low",29,27,0
18,32,"female","working","bachelor","normal_low",30,22,1
19,42,"male","working","bachelor","normal_moderate",1,25,1
19,42,"male","working","bachelor","normal_moderate",2,25,0
19,42,"male","working","bachelor","normal_moderate",3,25,0
19,42,"male","working","bachelor","normal_moderate",4,22,1
19,42,"male","working","bachelor","normal_moderate",5,25,0
19,42,"male","working","bachelor","normal_moderate",6,25,0
19,42,"male","working","bachelor","normal_moderate",7,25,0
19,42,"male","working","bachelor","normal_moderate",8,22,1
19,42,"male","working","bachelor","normal_moderate",9,18,1
19,42,"male","working","bachelor","normal_moderate",10,25,0
19,42,"male","working","bachelor","normal_moderate",11,25,0
19,42,"male","working","bachelor","normal_moderate",12,12,1
19,42,"male","working","bachelor","normal_moderate",13,4,1
19,42,"male","working","bachelor","normal_moderate",14,25,0
19,42,"male","working","bachelor","normal_moderate",15,25,0
19,42,"male","working","bachelor","normal_moderate",16,22,1
19,42,"male","working","bachelor","normal_moderate",17,25,0
19,42,"male","working","bachelor","normal_moderate",18,25,0
19,42,"male","working","bachelor","normal_moderate",19,25,0
19,42,"male","working","bachelor","normal_moderate",20,25,1
19,42,"male","working","bachelor","normal_moderate",21,25,0
19,42,"male","working","bachelor","normal_moderate",22,25,0
19,42,"male","working","bachelor","normal_moderate",23,25,0
19,42,"male","working","bachelor","normal_moderate",24,19,1
19,42,"male","working","bachelor","normal_moderate",25,25,0
19,42,"male","working","bachelor","normal_moderate",26,25,0
